-0.29,-0.46,-0.19
-0.28,-0.46,-0.19
-0.28,-0.46,-0.19
-0.28,-0.46,-0.19
-0.28,-0.46,-0.19
-0.28,-0.46,-0.19
-0.28,-0.46,-0.19
-0.28,-0.46,-0.19
-0.28,-0.46,-0.19
-0.28,-0.46,-0.19
-0.28,-0.46,-0.19
-0.27,-0.45,-0.19
-0.27,-0.45,-0.19
-0.27,-0.45,-0.19
-0.27,-0.45,-0.19
-0.27,-0.45,-0.19
-0.27,-0.45,-0.20
-0.27,-0.45,-0.20
-0.27,-0.45,-0.20
-0.27,-0.45,-0.20
-0.27,-0.45,-0.20
-0.26,-0.45,-0.20
-0.26,-0.45,-0.20
-0.26,-0.45,-0.20
-0.26,-0.45,-0.20
-0.26,-0.45,-0.20
-0.26,-0.45,-0.20
-0.26,-0.45,-0.20
-0.26,-0.45,-0.20
-0.26,-0.45,-0.20
-0.26,-0.45,-0.20
-0.25,-0.45,-0.20
-0.25,-0.45,-0.20
-0.25,-0.45,-0.20
-0.25,-0.45,-0.20
-0.25,-0.45,-0.20
-0.25,-0.45,-0.20
-0.25,-0.45,-0.20
-0.25,-0.45,-0.20
-0.25,-0.45,-0.20
-0.25,-0.45,-0.20
-0.24,-0.45,-0.20
-0.24,-0.45,-0.20
-0.24,-0.45,-0.20
-0.24,-0.45,-0.20
-0.24,-0.45,-0.20
-0.24,-0.45,-0.20
-0.24,-0.45,-0.20
-0.24,-0.45,-0.20
-0.24,-0.45,-0.20
-0.24,-0.45,-0.20
-0.24,-0.44,-0.20
-0.24,-0.44,-0.20
-0.24,-0.44,-0.20
-0.24,-0.44,-0.20
-0.24,-0.44,-0.20
-0.24,-0.44,-0.20
-0.24,-0.44,-0.20
-0.24,-0.44,-0.20
-0.24,-0.44,-0.20
-0.24,-0.44,-0.20
-0.23,-0.44,-0.20
-0.23,-0.44,-0.20
-0.23,-0.44,-0.20
-0.23,-0.44,-0.20
-0.23,-0.44,-0.20
-0.23,-0.44,-0.20
-0.23,-0.44,-0.20
-0.23,-0.44,-0.20
-0.23,-0.44,-0.20
-0.23,-0.44,-0.20
-0.23,-0.44,-0.20
-0.23,-0.44,-0.20
-0.23,-0.44,-0.20
-0.23,-0.44,-0.20
-0.22,-0.45,-0.20
-0.22,-0.45,-0.20
-0.22,-0.45,-0.20
-0.22,-0.45,-0.20
-0.22,-0.45,-0.20
-0.22,-0.45,-0.20
-0.22,-0.45,-0.20
-0.22,-0.45,-0.20
-0.22,-0.45,-0.20
-0.22,-0.45,-0.20
-0.22,-0.46,-0.20
-0.22,-0.46,-0.20
-0.22,-0.46,-0.20
-0.22,-0.46,-0.20
-0.22,-0.46,-0.20
-0.22,-0.47,-0.20
-0.22,-0.47,-0.20
-0.22,-0.47,-0.20
-0.22,-0.47,-0.20
-0.22,-0.47,-0.20
-0.21,-0.47,-0.20
-0.21,-0.47,-0.20
-0.21,-0.47,-0.20
-0.21,-0.47,-0.20
-0.21,-0.47,-0.20
-0.21,-0.48,-0.20
-0.21,-0.48,-0.20
-0.21,-0.48,-0.20
-0.21,-0.48,-0.20
-0.21,-0.48,-0.20
-0.21,-0.49,-0.20
-0.21,-0.49,-0.20
-0.21,-0.49,-0.20
-0.21,-0.49,-0.20
-0.21,-0.49,-0.20
-0.21,-0.50,-0.20
-0.21,-0.50,-0.20
-0.21,-0.50,-0.20
-0.21,-0.50,-0.20
-0.21,-0.50,-0.20
-0.21,-0.51,-0.20
-0.21,-0.51,-0.20
-0.21,-0.51,-0.20
-0.21,-0.51,-0.20
-0.21,-0.51,-0.20
-0.21,-0.52,-0.20
-0.21,-0.52,-0.20
-0.21,-0.52,-0.20
-0.21,-0.52,-0.20
-0.21,-0.52,-0.20
-0.21,-0.52,-0.20
-0.21,-0.52,-0.20
-0.21,-0.52,-0.20
-0.21,-0.52,-0.20
-0.21,-0.52,-0.20
-0.21,-0.53,-0.21
-0.21,-0.53,-0.21
-0.21,-0.53,-0.21
-0.21,-0.53,-0.21
-0.21,-0.53,-0.21
-0.21,-0.54,-0.21
-0.21,-0.54,-0.21
-0.21,-0.54,-0.21
